Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Dominic Fletcher,ARI,28,102,2,10,14,0,0.06862745,0.215686274,0.139784947,0.376811594,0.301075268,0.35,0.440860215,0.339506436,,112.3944428,-0.745765053,0.822642576,2.069287956,0.632754685
Luis González,- - -,104,361,4,33,36,10,0.091412742,0.213296398,0.109717868,0.316872427,0.253918495,0.326869806,0.363636363,0.305123263,,98.82773742,0.226994343,-0.21966234,-5.887626931,0.629206825
Randal Grichuk,- - -,397,1507,56,176,197,6,0.05175846,0.216987392,0.17981521,0.294573643,0.255863539,0.299933642,0.435678749,0.315803826,,90.76643427,-9.25923557,-25.72108114,-19.22046331,0.620609243
Shea Langeliers,OAK,165,610,26,62,78,3,0.06557377,0.304918032,0.201785714,0.255681818,0.207142857,0.264367816,0.408928571,0.28767392,,86.30739759,-2.648682841,-12.64754526,-1.67947042,0.61845648
Andruw Monasterio,MIL,81,287,3,35,25,7,0.097560975,0.209059233,0.097276265,0.333333333,0.264591439,0.337979094,0.361867704,0.311188974,,93.37944809,-2.030608077,-4.387870104,0.776064672,0.610712719
José Peraza,NYM,64,154,6,21,20,1,0.058441558,0.168831168,0.176056338,0.209090909,0.204225352,0.266233766,0.38028169,0.280433764,,77.72345491,-0.095830557,-4.463174824,5.348533213,0.608370231
Victor Robles,WSN,275,902,8,94,60,31,0.067627494,0.229490022,0.086294417,0.294117647,0.225888324,0.303510758,0.312182741,0.276605439,,72.72858147,1.89020693,-27.86174281,3.263797164,0.605251115
Sam Huff,TEX,65,177,7,14,16,1,0.073446327,0.333333333,0.164634146,0.336734693,0.243902439,0.299435028,0.408536585,0.306594504,,95.85706956,0.510146051,-0.270814023,0.363259176,0.60514517
Andrelton Simmons,- - -,166,536,3,45,38,5,0.072761194,0.139925373,0.045174538,0.248780487,0.215605749,0.27735849,0.260780287,0.244521203,,53.02454348,-1.361964712,-31.80235837,19.60628647,0.599767778
Corey Dickerson,- - -,256,814,14,83,82,6,0.054054054,0.176904176,0.128777924,0.309719934,0.26544021,0.308353808,0.394218134,0.304379782,,91.89987858,-3.942859125,-12.12089073,-9.959639996,0.575122345
Meibrys Viloria,- - -,36,79,2,10,5,0,0.151898734,0.367088607,0.106060606,0.222222222,0.151515151,0.278481012,0.257575757,0.251451064,,58.61418817,1.417803791,-2.291044685,5.204847082,0.574857984
Ildemaro Vargas,- - -,175,561,8,54,59,5,0.055258467,0.099821746,0.111324376,0.25708061,0.24184261,0.288530465,0.353166986,0.281072294,,75.87196958,-1.124793209,-18.02072024,4.116765254,0.571581792
Tyler Heineman,- - -,82,213,0,19,9,2,0.070422535,0.112676056,0.047619048,0.242424242,0.211640211,0.287081339,0.259259259,0.252201666,,57.6779733,-0.65373784,-11.21117181,9.364480827,0.558879938
Roman Quinn,- - -,72,149,0,23,9,8,0.087248322,0.369127516,0.099236641,0.342105263,0.198473282,0.295302013,0.297709923,0.269713546,,71.12143863,0.416371708,-4.828402888,5.18324998,0.543600407
Nelson Velázquez,- - -,120,343,19,46,52,5,0.087463556,0.297376093,0.242718447,0.253968253,0.216828478,0.291545189,0.459546925,0.321769304,,104.9105532,-0.349275044,1.837587943,-8.111295044,0.540158058
Dustin Garneau,DET,28,79,6,10,12,0,0.050632911,0.278481012,0.333333333,0.217391304,0.222222222,0.265822784,0.555555555,0.335702395,,114.1249767,-0.53295236,0.809848518,1.807532042,0.533991206
Blake Perkins,MIL,57,139,2,21,16,5,0.122302158,0.294964028,0.083333333,0.298701298,0.208333333,0.306569343,0.291666666,0.274262693,,68.62573365,1.677306801,-3.732978252,4.259529829,0.522354782
Wilyer Abreu,BOS,20,62,1,8,10,3,0.112903225,0.258064516,0.145454546,0.5,0.363636363,0.43548387,0.509090909,0.410372488,,158.8313922,-0.684424993,3.701749508,-0.650415003,0.514534137
Garrett Hampson,- - -,323,932,16,125,69,32,0.077253218,0.257510729,0.128724672,0.31462585,0.239570917,0.303358613,0.368295589,0.293444836,,71.81681534,6.659866841,-25.69277135,-0.420650899,0.509291428
Edward Olivares,KCR,189,635,19,81,57,13,0.05511811,0.181102362,0.164383561,0.297356828,0.26369863,0.315457413,0.428082191,0.320784587,,100.8180133,0.03308144,0.500593749,-16.97390413,0.496126412
Matt Duffy,- - -,250,766,8,74,59,9,0.0691906,0.194516971,0.074498568,0.325367647,0.265042979,0.326370757,0.339541547,0.297349505,,85.84984703,-3.412549671,-15.92194469,-4.554858923,0.493562511
Kyle Garlick,MIN,116,299,16,42,32,1,0.053511705,0.304347826,0.216606498,0.273255813,0.227436823,0.277591973,0.444043321,0.309244068,,99.74704216,0.570317237,0.429973838,-5.46975744,0.49026324
Taylor Trammell,SEA,116,351,15,45,39,4,0.111111111,0.37037037,0.200657895,0.225,0.167763157,0.270114942,0.368421052,0.281276863,,82.31753281,-0.563488704,-8.122078078,1.048343054,0.485053904
Nick Allen,OAK,194,615,8,56,37,8,0.055284552,0.175609756,0.074336283,0.245575221,0.210619469,0.256622516,0.284955752,0.241680745,,55.76755546,0.713691172,-30.99624428,15.30962014,0.48126311
Masataka Yoshida,BOS,130,544,15,69,68,8,0.0625,0.137867647,0.159680639,0.30992736,0.285429141,0.338235294,0.44510978,0.338675113,,109.245887,-5.053914871,0.994374649,-15.0886898,0.445996166
René Pinto,TBR,55,161,7,12,22,0,0.02484472,0.354037267,0.166666666,0.326086956,0.237179487,0.260869565,0.403846153,0.285660568,,86.06918833,-1.777478379,-4.237160882,3.346509933,0.440836845
Noelvi Marte,CIN,25,83,1,10,8,6,0.072289156,0.216867469,0.105263158,0.385964912,0.302631578,0.361445783,0.407894736,0.338799135,,106.8203456,1.092496574,1.794786187,-0.264261991,0.432981765
Liover Peguero,PIT,50,178,7,20,24,5,0.056179775,0.297752808,0.152439025,0.333333333,0.25609756,0.301136363,0.408536585,0.306934687,,89.09302029,-0.061742551,-2.487215348,0.751203284,0.432204871
Jason Castro,HOU,100,267,9,28,24,1,0.123595505,0.352059925,0.158590308,0.28,0.193832599,0.305660377,0.352422907,0.292500175,,86.32503487,-0.622944643,-4.339515249,-0.016390055,0.431284438
Mike Ford,- - -,149,457,22,45,49,0,0.10940919,0.301969365,0.193467337,0.255230125,0.208542713,0.308533916,0.40201005,0.311183907,,100.864311,-1.423318037,-0.841245709,-10.02954551,0.427788939
Jacob Young,WSN,21,76,0,6,5,7,0.092105263,0.184210526,0.075757576,0.288461538,0.227272727,0.301369863,0.303030303,0.272761649,,67.69769456,1.56922226,-1.476419928,3.007007942,0.409322433
Ryan O'Hearn,- - -,250,720,23,81,100,4,0.047222222,0.248611111,0.157738095,0.316561844,0.258928571,0.297635605,0.416666666,0.306227416,,93.06157201,-1.175802127,-7.033654093,-12.91591391,0.40874769
Alex Kirilloff,MIN,182,671,19,65,89,2,0.067064083,0.2414307,0.150819672,0.321016166,0.259016393,0.319402985,0.409836065,0.315787538,,102.3096725,-1.617395587,0.386063099,-18.60422213,0.405494807
Elias Díaz,COL,341,1241,41,125,165,1,0.06849315,0.202256244,0.166374781,0.285547785,0.250437828,0.303787268,0.416812609,0.311121214,,80.4010657,-8.383620989,-37.65735266,0.387389481,0.403772488
Dalton Guthrie,PHI,37,56,1,7,5,1,0.160714285,0.25,0.088888889,0.333333333,0.244444444,0.392857142,0.333333333,0.3380748,,114.8617912,0.692342291,1.537942428,0.399548899,0.397582556
Ronny Mauricio,NYM,13,51,1,2,7,5,0.058823529,0.235294117,0.104166666,0.4,0.3125,0.352941176,0.416666666,0.336566677,,115.449558,0.884607863,1.862110645,0.244367298,0.382135982
Niko Goodrum,- - -,105,370,9,41,34,15,0.083783783,0.351351351,0.132132132,0.295918367,0.201201201,0.275675675,0.333333333,0.268958146,,68.34814828,1.032845726,-12.8016396,4.161717087,0.380570376
Brenton Doyle,COL,113,382,9,44,39,19,0.05235602,0.353403141,0.130311615,0.278301886,0.19263456,0.242105263,0.322946175,0.246443781,,35.47453088,2.893077727,-27.68613511,18.51876068,0.378794279
Brice Turang,MIL,125,418,6,41,33,24,0.086124401,0.215311004,0.087765958,0.273049645,0.22074468,0.289156626,0.308510638,0.266533674,,63.44454794,3.931522269,-15.02506737,4.594630003,0.374756803
Parker Meadows,DET,25,94,1,10,8,5,0.138297872,0.276595744,0.08974359,0.269230769,0.192307692,0.319148936,0.282051282,0.274909186,,71.34863766,1.907679785,-1.330926999,1.754036933,0.361651565
Nick Loftin,KCR,11,40,0,7,6,0,0.1,0.15,0.194444444,0.4,0.333333333,0.4,0.527777777,0.396544439,,151.4151825,0.22307191,2.696142222,-0.463684008,0.358226142
Matt Reynolds,- - -,95,277,3,32,23,5,0.093862815,0.292418772,0.08433735,0.34939759,0.244979919,0.31768953,0.329317269,0.290971963,,80.27540331,0.590154358,-5.797971019,-0.209712997,0.356345893
Jesús Aguilar,- - -,296,1132,43,96,153,1,0.072438162,0.21466431,0.170108161,0.27688172,0.244837758,0.302678571,0.414945919,0.307933148,,94.20476822,-7.811972817,-15.00715713,-19.71461755,0.317698327
Austin Nola,SDP,218,745,7,64,77,2,0.088590604,0.147651006,0.078461538,0.268382352,0.235384615,0.313513513,0.313846153,0.282171566,,82.43124891,-1.006603946,-16.9350851,-5.361700296,0.306558215
Ji Hwan Bae,PIT,113,376,2,56,34,26,0.077127659,0.234042553,0.079881656,0.328,0.24852071,0.313672922,0.328402366,0.286939228,,76.15272299,4.451695876,-6.781709766,-3.074121572,0.301308754
Evan Carter,TEX,10,33,1,7,3,2,0.212121212,0.333333333,0.16,0.428571428,0.28,0.424242424,0.44,0.369783834,,135.1962615,-0.184620906,1.21205476,0.663483992,0.298897683
Charlie Culberson,- - -,162,396,7,42,34,9,0.055555555,0.239898989,0.126721763,0.316793893,0.247933884,0.293814432,0.374655647,0.290203098,,82.21739566,0.782167069,-7.581258792,-2.437244773,0.298219638
Austin Hedges,- - -,272,859,18,71,77,4,0.059371362,0.245634458,0.091863517,0.212177121,0.174540682,0.2322503,0.266404199,0.22274174,,38.77379913,-4.064566185,-66.77002833,41.43705615,0.297343947
Jake Cave,- - -,188,534,13,47,54,6,0.061797752,0.29400749,0.142566191,0.28,0.211812627,0.265037593,0.354378818,0.26993637,,70.06980905,3.151365919,-16.13658192,1.058513105,0.294241911
Jonny Deluca,LAD,24,45,2,5,6,1,0.066666666,0.177777777,0.166666667,0.28125,0.261904761,0.311111111,0.428571428,0.319869926,,101.8071854,0.415379103,0.516268842,0.903232992,0.29345785
John Hicks,TEX,10,31,4,6,7,0,0,0.258064516,0.419354838,0.210526315,0.258064516,0.258064516,0.677419354,0.384028877,,144.1223523,0.189732443,1.864375997,-0.017375007,0.291714963
Ceddanne Rafaela,BOS,18,52,2,9,3,1,0.038461538,0.326923076,0.22,0.451612903,0.32,0.346153846,0.54,0.376019317,,135.0729308,-0.207496908,1.985613483,-0.908920959,0.283952426
Jurickson Profar,- - -,406,1568,28,183,132,16,0.109056122,0.163265306,0.128205129,0.273143904,0.238827838,0.328425096,0.367032967,0.309084242,,94.17231349,-6.006412152,-18.10828405,-33.37145421,0.283024732
Jose Miranda,MIN,165,635,18,57,79,1,0.058267716,0.181102362,0.141638225,0.288546255,0.254266211,0.31023622,0.395904436,0.310538021,,102.141885,-5.935315104,-4.913835431,-13.46227132,0.275956122
Ben Rortvedt,- - -,69,169,5,13,11,0,0.094674556,0.278106508,0.113333334,0.173469387,0.146666666,0.233532934,0.26,0.224788761,,39.25608578,-0.069304699,-12.53996488,9.502859831,0.274558964
Jasson Domínguez,NYY,8,33,4,6,7,1,0.06060606,0.242424242,0.419354838,0.210526315,0.258064516,0.303030303,0.677419354,0.402728449,,161.990554,0.261535954,2.721476144,-1.153312996,0.2682963
Spencer Torkelson,DET,257,1035,36,120,111,3,0.097584541,0.246376811,0.174291939,0.263823064,0.221132897,0.303381642,0.395424836,0.305257528,,94.52130212,-2.723612308,-8.75840144,-22.43821332,0.266612589
Luis Barrera,OAK,38,93,1,4,7,3,0.064516129,0.204301075,0.094117647,0.287878787,0.235294117,0.29032258,0.329411764,0.275230096,,81.55256683,-0.685487505,-2.664101663,2.22509598,0.264855157
Grae Kessinger,HOU,24,44,1,2,1,0,0.113636363,0.272727272,0.128205128,0.269230769,0.205128205,0.295454545,0.333333333,0.281367947,,77.07285971,-0.499804102,-1.71287911,2.855212979,0.263293605
Corey Julks,HOU,93,323,6,35,33,15,0.068111455,0.232198142,0.107382551,0.305936073,0.244966442,0.297213622,0.352348993,0.28551189,,79.93878781,0.746718466,-7.045206907,-1.351629972,0.261989052
Christian Encarnacion-Strand,CIN,53,198,8,20,26,2,0.05050505,0.277777777,0.169398907,0.35,0.273224043,0.328282828,0.44262295,0.334300321,,103.8045433,-1.984640501,-1.05009706,-3.161849737,0.250072174
Gabriel Arias,CLE,132,380,10,44,28,4,0.094736842,0.321052631,0.137426901,0.295238095,0.210526315,0.287598944,0.347953216,0.28145948,,79.03026792,-2.176701308,-11.72681289,1.484365866,0.249686344
Derek Hill,- - -,93,292,4,30,18,10,0.061643835,0.27739726,0.089219331,0.318918918,0.234200743,0.283737024,0.323420074,0.268201487,,68.29121594,1.448126512,-9.583976057,2.169640034,0.248160056
Ryan Zimmerman,WSN,110,273,14,27,46,0,0.058608058,0.282051282,0.227450981,0.289156626,0.243137254,0.285714285,0.470588235,0.319248767,,98.14009847,-1.764280979,-2.410681158,-4.30884999,0.247289046
Drew Millas,WSN,7,18,1,1,4,0,0.111111111,0.111111111,0.25,0.307692307,0.3125,0.388888888,0.5625,0.40468049,,156.1301407,0.261535961,1.514966882,0.231509008,0.234728465
Logan Porter,KCR,3,11,1,2,3,0,0,0.09090909,0.4,0.375,0.4,0.454545454,0.8,0.52144599,,237.7963993,-0.02307843,1.799623465,0.181471994,0.234623434
Oscar Gonzalez,CLE,143,557,13,54,55,1,0.035906642,0.215439856,0.145283019,0.325,0.26981132,0.299820466,0.415094339,0.308214706,,101.1840225,-0.584658915,-0.519696013,-16.15331018,0.231754412
Bobby Dalbec,BOS,261,823,37,91,117,6,0.071688942,0.343863912,0.20694259,0.30875576,0.228304405,0.291616038,0.435246995,0.311737031,,93.10281146,1.55875762,-4.645305351,-20.3529707,0.231664691
Austin Dean,- - -,25,47,1,6,7,0,0.14893617,0.234042553,0.131578948,0.321428571,0.263157894,0.361702127,0.394736842,0.329715729,,109.6804618,0.849218457,1.384162533,-0.732721496,0.227408996
Joe Dunand,MIA,3,11,1,2,1,0,0,0.272727272,0.4,0.333333333,0.3,0.363636363,0.7,0.448867635,,193.5030968,0.091721841,1.286713896,0.484957211,0.225057537
Grayson Greiner,- - -,33,90,1,7,7,0,0.122222222,0.377777777,0.08974359,0.395348837,0.23076923,0.325842696,0.32051282,0.292231152,,84.03048213,0.915709842,-0.833864903,-0.010979049,0.22499422
Esteban Quiroz,CHC,14,47,0,3,3,1,0.085106382,0.191489361,0,0.354838709,0.275,0.369565217,0.275,0.302560064,,94.85833256,0.232455649,-0.04831272,0.557055011,0.220217089
Delino DeShields,CIN,25,58,1,4,6,2,0.155172413,0.189655172,0.170212766,0.314285714,0.255319148,0.375,0.425531914,0.352045596,,114.4852204,0.529339234,1.598891401,-1.359455269,0.219699511
Garrett Stubbs,- - -,105,268,5,32,27,3,0.089552238,0.22761194,0.121848739,0.28488372,0.226890756,0.303030303,0.348739495,0.290675471,,82.44546358,2.154694121,-3.909242829,-3.285854012,0.219216453
José Rondón,STL,63,90,3,13,9,2,0.088888888,0.188888888,0.15,0.29032258,0.2625,0.322222222,0.4125,0.316267463,,99.13403649,0.821282048,0.722063933,-1.568273991,0.21880283
Spencer Horwitz,TOR,13,35,1,5,4,0,0.085714285,0.285714285,0.161290323,0.4,0.29032258,0.371428571,0.451612903,0.359903676,,131.7220391,-0.176928103,1.158173234,-0.162410021,0.218108366
Tres Barrera,- - -,55,162,2,10,14,0,0.086419753,0.234567901,0.083916084,0.300970873,0.23076923,0.316770186,0.314685314,0.280777577,,74.01165777,-0.350911441,-5.222021812,2.092181507,0.21661754
Daniel Johnson,CLE,30,81,4,9,5,1,0.049382716,0.333333333,0.155844156,0.282608695,0.22077922,0.259259259,0.376623376,0.27432918,,73.89764207,0.241817166,-2.346793818,1.717830062,0.215221036
Abraham Toro,- - -,213,748,23,85,90,8,0.073529411,0.165775401,0.141802068,0.233208955,0.218611521,0.284759358,0.360413589,0.28304415,,82.88959179,-1.79654935,-16.05430127,-6.260839984,0.211919004
Nolan Schanuel,LAA,22,102,1,15,4,0,0.147058823,0.12745098,0.058823529,0.338028169,0.294117647,0.411764705,0.352941176,0.347496049,,119.6208249,-0.292326786,2.114265527,-3.485469937,0.210208943
Alex Avila,WSN,34,111,1,5,9,0,0.171171171,0.333333333,0.157303371,0.31372549,0.191011235,0.345454545,0.348314606,0.311178446,,92.89510443,-1.288985565,-2.292975938,0.566622913,0.201399443
Tyler Wade,- - -,196,363,1,61,15,29,0.082644628,0.228650137,0.055384615,0.323651452,0.243076923,0.310924369,0.298461538,0.274595195,,74.13822283,3.279033063,-7.46319122,-2.31901725,0.199200137
Weston Wilson,PHI,5,12,1,3,1,1,0.5,0.083333333,0.5,0.25,0.333333333,0.666666666,0.833333333,0.588366568,,278.8740664,-0.076725665,2.586208282,-1.00034301,0.198453685
Roberto Pérez,- - -,70,247,9,21,26,1,0.113360323,0.35222672,0.148148148,0.233333333,0.171296296,0.269387755,0.319444444,0.264417514,,66.76332882,-0.008666838,-10.08365689,3.346093908,0.19513117
Oswald Peraza,NYY,60,209,2,18,14,6,0.081339712,0.205741626,0.081081081,0.292857142,0.232432432,0.320574162,0.313513513,0.289134276,,85.33455469,-1.331904481,-5.224874054,-0.044048071,0.195036003
Anthony Alford,PIT,51,152,5,14,11,5,0.078947368,0.394736842,0.167883212,0.375,0.233576642,0.309210526,0.401459854,0.307358012,,88.9121968,-1.133020206,-3.250080744,0.114671037,0.192414703
Iván Herrera,STL,19,48,0,3,3,0,0.083333333,0.354166666,0.024390243,0.4,0.243902439,0.319148936,0.268292682,0.269854185,,68.7981728,0.306515584,-1.364340838,1.735939972,0.191268633
Monte Harrison,- - -,18,25,1,5,3,1,0.08,0.44,0.19047619,0.333333333,0.19047619,0.291666666,0.38095238,0.298927377,,88.58676011,0.160698178,-0.276552994,1.284561306,0.19011553
Jonathan Davis,- - -,135,298,3,51,18,12,0.110738255,0.27181208,0.067193676,0.273255813,0.197628458,0.299319727,0.264822134,0.261142179,,61.79210373,2.446804685,-11.38703548,2.889868964,0.190052281
Breyvic Valera,TOR,39,97,1,10,15,1,0.082474226,0.12371134,0.103448276,0.28,0.252873563,0.3125,0.356321839,0.293499808,,80.86002036,-0.178717966,-2.451800663,0.886729985,0.176323563
Luke Williams,- - -,145,257,2,30,12,14,0.073929961,0.276264591,0.071428572,0.321212121,0.231092436,0.287937743,0.302521008,0.262867154,,64.17734902,1.337376743,-9.894961485,2.809651325,0.17424156
Curtis Mead,TBR,14,52,0,8,3,0,0.096153846,0.288461538,0.088888889,0.4,0.266666666,0.365384615,0.355555555,0.325533683,,110.9523559,-0.023084961,0.661765862,-0.699579015,0.17299562
Ben DeLuzio,STL,22,25,0,3,0,0,0.12,0.2,0.05,0.2,0.15,0.291666666,0.2,0.242317791,,55.25752381,0.077985528,-1.221604476,2.007435031,0.17123328
Dérmis Garcia,OAK,39,125,5,13,20,0,0.064,0.44,0.181034483,0.339285714,0.206896551,0.264,0.387931034,0.285192863,,88.87054605,-0.191059765,-1.756556588,-0.596369982,0.171013032
Matt Thaiss,LAA,127,396,11,42,39,3,0.121212121,0.272727272,0.118343195,0.2735426,0.213017751,0.318181818,0.331360946,0.291474421,,82.0943397,-1.228715228,-9.66350422,-1.937017292,0.165701338
Bubba Thompson,TEX,92,241,1,28,13,22,0.045643153,0.298755186,0.062780269,0.350993377,0.242152466,0.285714285,0.304932735,0.263408287,,65.79530855,4.694796976,-4.86564644,-1.486688972,0.162399611
Tyler Freeman,CLE,79,233,2,26,16,5,0.055793991,0.150214592,0.071428572,0.28,0.242857142,0.303030303,0.314285714,0.276701782,,76.90743768,0.93141374,-5.396225422,-0.735105008,0.159899951
Mark Mathias,- - -,57,163,6,19,26,6,0.116564417,0.276073619,0.160839161,0.301075268,0.237762237,0.325153374,0.398601398,0.320077046,,104.1136972,-0.25202336,0.198889524,-4.348297909,0.156249887
Adrián Sanchez,WSN,16,38,0,5,1,0,0.078947368,0.105263157,0.057142857,0.29032258,0.257142857,0.315789473,0.314285714,0.270814032,,66.66181071,-1.630802703,-3.243580275,3.426957101,0.146598845
Logan O'Hoppe,LAA,45,170,10,16,24,0,0.064705882,0.235294117,0.224358975,0.242990654,0.23076923,0.288235294,0.455128205,0.316851194,,98.99760446,-1.963109178,-2.165201531,-2.134440094,0.145949812
Jordan Walker,STL,104,411,16,45,47,6,0.07785888,0.223844282,0.177897574,0.320754716,0.272237196,0.338199513,0.45013477,0.340924634,,116.4259055,-1.506941862,6.868407096,-19.37947989,0.143949363
Luke Voit,- - -,225,883,33,86,108,3,0.090600226,0.317100792,0.170294495,0.308016877,0.229193341,0.311438278,0.399487836,0.311962347,,101.5305077,-9.379082229,-7.888712424,-20.82007128,0.141790487
Jack Mayfield,- - -,110,364,11,38,45,6,0.054945054,0.233516483,0.151785715,0.248962655,0.211309523,0.263157894,0.363095238,0.271976527,,69.62855554,-0.33934073,-13.42705207,2.734794915,0.138447249
DJ Peters,- - -,70,240,13,29,38,2,0.05,0.341666666,0.224215246,0.236641221,0.197309417,0.241666666,0.421524663,0.272310788,,69.0461211,0.493901907,-8.620859659,1.789693248,0.137468562
Brian Serven,COL,73,228,6,19,17,0,0.057017543,0.236842105,0.119047619,0.231788079,0.195238095,0.24778761,0.314285714,0.249315208,,42.16709206,-0.989226977,-16.56647995,9.98106724,0.136044805
Óscar Mercado,- - -,147,398,10,47,40,11,0.067839195,0.188442211,0.147540984,0.255319148,0.224043715,0.282115869,0.371584699,0.285447375,,82.76735804,3.045416206,-5.034046936,-6.716031693,0.135940791
Marco Luciano,SFG,4,12,0,2,0,0,0.083333333,0.416666666,0.090909091,0.5,0.272727272,0.333333333,0.363636363,0.308659573,,95.68272888,0.276921581,0.212649504,0.727055114,0.13412389
Austin Allen,OAK,9,24,1,3,1,0,0.041666666,0.5,0.136363636,0.222222222,0.136363636,0.208333333,0.272727272,0.215765961,,37.33522302,-0.215839763,-1.88081709,2.450644989,0.133496696
Patrick Kivlehan,SDP,5,8,0,3,2,0,0.25,0.375,0,0.5,0.25,0.5,0.25,0.373052634,,138.798072,0.286309932,0.681448119,0.378972609,0.133325787
Carlos Pérez,OAK,64,180,6,17,20,0,0.066666666,0.211111111,0.136645963,0.258333333,0.229813664,0.290502793,0.366459627,0.286810021,,84.23947896,-0.323098026,-3.734462849,-1.090707064,0.131482884
Webster Rivas,SDP,24,77,2,8,4,0,0.103896103,0.207792207,0.117647059,0.26,0.220588235,0.302631578,0.338235294,0.285522125,,81.91099393,-1.465027854,-3.238213881,1.946040034,0.130222107
Tristan Gray,TBR,2,5,1,1,1,0,0,0,0.6,0.25,0.4,0.4,1,0.576864195,,284.7711373,-0.00769281,1.103243667,0.029149501,0.129733802
René Rivera,- - -,25,78,2,8,9,0,0.051282051,0.371794871,0.130434783,0.368421052,0.231884057,0.293333333,0.36231884,0.288244365,,83.0174277,-1.158182862,-2.826620079,1.394645005,0.123465908
Asdrúbal Cabrera,- - -,110,352,7,34,42,1,0.102272727,0.227272727,0.13592233,0.28318584,0.229773462,0.3125,0.365695792,0.297138313,,83.31932194,-1.87722418,-9.352121556,-1.278285965,0.121667752
Otto Lopez,TOR,9,11,0,0,3,0,0.09090909,0.181818181,0,0.75,0.6,0.636363636,0.6,0.544713633,,270.431005,-0.226153549,1.842283961,-1.047519565,0.121585041
Ernie Clement,- - -,139,364,4,42,25,1,0.052197802,0.134615384,0.068862275,0.25795053,0.230538922,0.278551532,0.299401197,0.257387056,,64.02513635,0.28861953,-14.61004839,4.20579958,0.115656049
Gosuke Katoh,TOR,8,11,0,2,0,0,0.272727272,0.09090909,0.142857143,0.166666666,0.142857142,0.4,0.285714285,0.3327712,,119.3913758,0.187582762,0.42761503,0.27256602,0.11030589
Matthew Batten,SDP,46,116,2,16,11,1,0.094827586,0.181034482,0.116504855,0.275,0.233009708,0.313043478,0.349514563,0.295325854,,89.66550551,0.575940238,-0.780123714,-2.177585389,0.097453146
JT Riddle,- - -,6,10,0,1,0,0,0,0.1,0,0.333333333,0.3,0.3,0.3,0.264196104,,64.35424785,0.389015893,-0.030528791,0.642580586,0.096108708
Keston Hiura,MIL,141,463,18,50,51,8,0.079913606,0.406047516,0.184275184,0.315270935,0.201474201,0.290672451,0.385749385,0.29829029,,88.43246651,1.929945435,-5.3253041,-9.709436059,0.095574386
Billy Hamilton,- - -,111,160,2,38,11,21,0.0375,0.375,0.134228188,0.306818181,0.194630872,0.224358974,0.32885906,0.236309055,,45.37296076,6.52537501,-3.963446692,-0.488692071,0.095416453
Ryan LaMarre,NYY,9,24,2,3,4,1,0.083333333,0.25,0.285714286,0.153846153,0.19047619,0.291666666,0.476190476,0.328188173,,110.2900276,-0.017112599,0.285251212,-0.156609304,0.095356088
Alex De Goti,HOU,2,7,0,2,1,0,0.142857142,0.285714285,0,0.5,0.333333333,0.428571428,0.333333333,0.349975296,,124.0542967,0.48973244,0.6958869,0.0124443,0.095077969
Dom Nuñez,COL,95,304,10,34,35,0,0.131578947,0.332236842,0.187739463,0.241830065,0.180076628,0.28618421,0.367816091,0.280963129,,59.56429872,2.098467336,-13.12254428,3.995716155,0.093386137
Andy Burns,LAD,9,15,0,2,0,0,0.2,0.066666666,0.090909091,0.3,0.272727272,0.466666666,0.363636363,0.386456207,,144.2627041,-0.120535121,0.724701046,-0.309550087,0.092238885
Jonathan Lucroy,- - -,7,23,0,2,3,0,0.130434782,0.173913043,0.052631579,0.4,0.315789473,0.409090909,0.368421052,0.350548918,,118.6421257,-0.22738017,0.318468353,-0.231330991,0.086338924
Erick Castillo,CHC,4,9,0,0,0,0,0.111111111,0.111111111,0,0.285714285,0.25,0.333333333,0.25,0.272203008,,68.95801359,-0.01026756,-0.365932359,0.900040999,0.083923619
Taylor Davis,PIT,2,6,0,0,0,0,0.166666666,0,0,0.4,0.4,0.5,0.4,0.408304513,,154.4215092,-0.110267561,0.305423516,0.237173997,0.074652949
Vaughn Grissom,ATL,64,236,5,29,27,5,0.055084745,0.207627118,0.12037037,0.347560975,0.287037037,0.33898305,0.407407407,0.326104039,,106.7063029,0.543234536,2.242119864,-9.880982161,0.073344685
Mario Feliciano,MIL,3,6,0,1,0,0,0.333333333,0.166666666,0,0.333333333,0.25,0.5,0.25,0.377385338,,141.2849343,0.088299321,0.402806182,0.110026998,0.07306518
Dixon Machado,SFG,5,17,0,1,0,0,0.058823529,0.294117647,0,0.3,0.2,0.294117647,0.2,0.238853528,,53.77440619,-0.020695401,-0.933710076,1.043228015,0.071831262
Jordy Mercer,WSN,46,127,2,13,9,0,0.070866141,0.267716535,0.110169491,0.341463414,0.254237288,0.307086614,0.364406779,0.294411013,,81.99775851,-0.202675598,-3.113253145,-0.482190996,0.067959103
Heston Kjerstad,BAL,3,4,1,1,1,0,0,0.75,0.75,0,0.25,0.25,1,0.5004825,,229.1393286,0,0.621160179,-0.108024999,0.06468312
Ryan Kreidler,DET,37,102,1,10,6,0,0.058823529,0.284313725,0.043956044,0.222222222,0.164835164,0.22,0.208791208,0.196732999,,21.51918163,1.212930993,-8.004933418,5.240841053,0.063329474
Jakson Reetz,WSN,2,2,0,1,0,0,0,0,0.5,0.5,0.5,0.5,1,0.620824993,,294.1379339,0,0.494298474,0.0171468,0.058033287
