Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
Zack Wheeler,PHI,37,23,0,87,87,541.1,10.07512325,1.911945831,0.798029564,0.288921072,0.74546157,0.45898161,0.10412148,96.54297528,3.092364561,,2.861348985,3.106903228,16.78790903
Kevin Gausman,- - -,37,25,0,93,93,538.2,10.9269804,2.138613902,0.90222774,0.32189781,0.75801224,0.41067616,0.10364683,94.77734642,3.17450501,,2.812449406,3.090273008,15.30114412
Corbin Burnes,MIL,32,21,0,91,91,553.2,10.8422639,2.405779695,0.845273947,0.266819572,0.75317965,0.46706144,0.11818182,96.27093942,2.990969351,,2.938746543,3.005684472,15.17826176
Aaron Nola,PHI,32,31,0,94,94,566.2,10.22823548,1.794705915,1.207058845,0.293103448,0.68552981,0.41969597,0.13013699,92.95143094,4.129411839,,3.347284313,3.288580372,14.07636857
Gerrit Cole,NYY,42,20,0,94,94,574,11.10104559,2.179442567,1.207317105,0.282222222,0.78968413,0.41660802,0.1360424,97.47175379,3.182926914,,3.240903429,3.104765951,12.85278583
Sandy Alcantara,MIA,30,36,0,93,93,619,8.127625603,2.151857941,0.85783526,0.272566372,0.73722149,0.52937788,0.11434109,98.04231962,3.140549428,,3.442098266,3.558762433,12.81284857
Logan Webb,SFG,36,24,0,90,89,541.2,8.374154003,1.894153882,0.664615397,0.297658863,0.72953737,0.59432718,0.12048193,92.92433005,3.090461597,,3.018588652,3.04571923,12.66460043
Dylan Cease,CHW,34,23,0,95,95,514.2,11.34909349,3.899611476,0.961787584,0.299516908,0.74410774,0.36158631,0.10054845,96.50381826,3.602331677,,3.467731546,3.811868353,11.98879957
Max Scherzer,- - -,39,15,0,80,80,477.1,10.99231873,1.979748656,1.206703943,0.262250454,0.82867311,0.32638889,0.113879,94.15796681,2.828212366,,3.298529145,3.487176107,11.94952315
Carlos Rodón,- - -,30,19,0,67,67,368.2,11.7667269,2.758589502,0.952079563,0.279151943,0.76702919,0.3390411,0.09512195,95.46660901,3.173598542,,2.958336,3.377692708,11.02174655
Shohei Ohtani,LAA,34,16,0,74,74,428.1,11.38832698,3.004669296,0.98754865,0.268317853,0.81041257,0.43904856,0.12634409,96.51737392,2.836575909,,3.233743878,3.213078496,10.88306808
Luis Castillo,- - -,29,29,0,88,88,519.1,9.670090238,2.894095107,1.005134828,0.284546805,0.74615947,0.47863867,0.12608696,96.86059425,3.37933261,,3.567891655,3.566786638,10.84711802
Max Fried,ATL,35,15,0,71,71,422.2,8.538643584,1.916403797,0.702681392,0.285590278,0.77841452,0.5232358,0.10060976,94.00592925,2.725552067,,3.00857958,3.246921303,10.4705416
Framber Valdez,HOU,40,22,0,82,82,524.2,8.61118187,2.984752282,0.703303699,0.277108434,0.75527134,0.6315059,0.14963504,93.1025903,3.036213528,,3.44895657,3.280903563,10.34951031
Zac Gallen,ARI,31,22,0,85,85,498,9.578313546,2.47590369,0.993975934,0.272870662,0.7494824,0.43206107,0.11578947,93.63406351,3.343373596,,3.44854595,3.561625034,10.13495815
Spencer Strider,ATL,29,10,0,62,49,303,13.69306961,2.970297095,0.831683187,0.3024,0.72714681,0.36503067,0.10218978,97.73676534,3.267326805,,2.452504821,2.692761612,9.856975153
Sonny Gray,- - -,23,21,0,80,80,429,9.293706459,2.937062989,0.77622379,0.286467487,0.75339559,0.46523605,0.09762533,92.55227372,3.335664395,,3.365206084,3.689378384,9.83281374
Brandon Woodruff,MIL,27,15,0,67,67,394.2,10.69510163,2.234797355,1.003378404,0.259656652,0.81802015,0.39229969,0.11827957,96.36284331,2.645270338,,3.093346523,3.171527266,9.735257745
Jordan Montgomery,- - -,24,24,0,91,91,504.1,8.333774169,2.337739649,1.017184427,0.292372881,0.74226035,0.44818119,0.11445783,93.0268728,3.586913507,,3.659532919,3.804906475,9.527116299
Nathan Eovaldi,- - -,28,16,0,74,74,422.1,8.865035944,2.024467343,1.00157858,0.300854701,0.74057247,0.45950413,0.11217184,96.3398806,3.537490305,,3.41967931,3.612834771,9.523208022
Julio Urías,LAD,48,18,0,84,84,478,9.000000287,1.939330606,1.242677864,0.258992806,0.79311992,0.39211137,0.11681416,93.4077396,3.069037755,,3.725376799,3.856691649,9.512896776
Clayton Kershaw,LAD,34,15,0,66,66,369.1,9.942238609,1.949458551,1.047833971,0.269480519,0.80050031,0.47584034,0.13564669,90.83272193,2.777978435,,3.198778532,3.085239685,9.446983814
Pablo López,- - -,25,23,0,82,82,466.1,9.842745086,2.412437521,1.061472509,0.297996661,0.76652893,0.45776348,0.12971698,94.13660972,3.531808531,,3.487663723,3.418224036,9.324213028
Yu Darvish,SDP,32,29,0,84,84,497.1,9.717828816,2.24396792,1.230563053,0.277383767,0.74035235,0.38264151,0.12296564,94.81753508,3.872654314,,3.706951251,3.733114862,9.324131489
Blake Snell,SDP,29,25,0,81,81,423.2,11.85365882,4.524783744,0.892210879,0.285266458,0.78958421,0.40182186,0.11260054,95.53182275,3.250196774,,3.400451772,3.5446904,9.275057316
Freddy Peralta,MIL,26,17,0,74,72,379,11.42216422,3.253298333,1.021108236,0.248541424,0.74546485,0.38063063,0.11168831,93.70585575,3.372031849,,3.374711418,3.586570783,9.022860512
Shane Bieber,CLE,25,18,0,66,66,413.2,9.290088695,2.219178096,0.935535864,0.295289855,0.77179609,0.46795435,0.12078652,91.90129918,3.198227256,,3.259438924,3.280399507,8.959181309
Joe Musgrove,SDP,31,19,0,79,78,459.2,9.476432407,2.290790479,1.057287913,0.278757347,0.79846285,0.44291498,0.12705882,93.11736323,3.054387305,,3.618864908,3.5921014,8.712668113
Charlie Morton,ATL,37,24,0,93,93,520,10.43653877,3.496153949,1.003846183,0.293385214,0.74983411,0.43665158,0.12888889,95.16724697,3.773077034,,3.746316366,3.70051497,8.708765864
Logan Gilbert,SEA,32,17,0,86,86,484,9.000000284,2.026859568,1.17148764,0.287443268,0.74089577,0.36988304,0.11130742,95.79597876,3.774793507,,3.635686763,3.841432791,8.607568264
Jacob deGrom,- - -,14,6,0,32,32,186.2,14.1267862,1.108928609,0.819642885,0.238372093,0.76612903,0.41225627,0.11564626,99.03791883,2.025000069,,1.595128167,1.703168564,8.566007257
Justin Verlander,- - -,29,12,0,52,52,318.1,8.792670087,1.950785325,0.848167532,0.252380952,0.78571429,0.36605081,0.078125,94.80138463,2.487958095,,3.203923457,3.872090665,8.5162462
Merrill Kelly,ARI,31,26,0,87,87,517.1,8.333118639,2.853092812,1.043814443,0.284801136,0.74228675,0.43977977,0.11650485,92.14054934,3.722938181,,3.840270081,3.945030295,8.334289312
Marcus Stroman,- - -,26,28,0,83,81,449.1,7.851632403,2.623887359,0.821216654,0.278740157,0.72109407,0.53255814,0.125,92.60763776,3.38501499,,3.588061373,3.598460645,8.196894497
Chris Bassitt,- - -,41,21,0,88,88,524.2,8.439644628,2.50444739,1.046378704,0.275035261,0.76880935,0.4393733,0.11254613,93.19943478,3.465057347,,3.858480454,4.034589747,8.171314001
Zach Eflin,- - -,22,20,1,67,60,349,8.6647564,1.392550136,1.057306584,0.299794661,0.71638285,0.46812749,0.11988304,93.25766145,3.790830925,,3.361136394,3.449433965,7.974048734
Alex Cobb,- - -,22,17,0,73,73,392.1,8.694138089,2.569243974,0.757009385,0.322638146,0.71216617,0.57968476,0.1314741,93.510425,3.693288212,,3.284187242,3.22857246,7.922862053
Shane McClanahan,TBR,33,16,0,74,74,404.2,10.14168065,2.579901218,1.067545332,0.28243513,0.80301455,0.46775746,0.14457831,96.91125013,3.024711773,,3.35720924,3.148568243,7.875272989
José Berríos,- - -,35,26,0,94,94,542,8.651291635,2.308118114,1.228782305,0.29706275,0.7346454,0.41565106,0.12758621,94.13044928,4.051660574,,3.996737698,3.96052325,7.849613905
Eduardo Rodriguez,- - -,29,21,0,72,71,384.1,9.109280802,2.880312439,1.006938495,0.3125,0.71138211,0.4232902,0.10997442,92.46948025,4.074588328,,3.633013627,3.859331573,7.601337221
Ranger Suárez,PHI,21,18,4,88,61,375,8.280000337,3.240000132,0.74400003,0.291984733,0.77187357,0.54366197,0.1043771,93.52317698,3.048000124,,3.552054017,3.750374414,7.597059071
Patrick Sandoval,LAA,16,28,1,70,67,372.1,8.79856814,3.91584626,0.725156715,0.302480916,0.71041667,0.48308271,0.09345794,93.13103119,3.649955465,,3.682226933,4.023378031,7.531817794
Kyle Gibson,- - -,34,26,0,92,91,525,7.594285976,2.794285811,1.06285718,0.297634691,0.69634703,0.48917197,0.12627291,92.55499602,4.560000157,,4.086383733,4.074744938,7.44718641
Lucas Giolito,- - -,30,31,0,91,91,511,9.986301817,3.064579394,1.532289697,0.293528505,0.73804185,0.36020334,0.15156794,93.33805512,4.350293737,,4.285513954,3.917829117,7.336482726
Tyler Anderson,- - -,28,22,0,88,84,486.2,7.23082197,2.515068511,1.1280822,0.278940028,0.71888006,0.35650988,0.0941358,90.58249139,4.06849318,,4.140652081,4.687899707,7.263160229
George Kirby,SEA,18,15,0,53,53,301.2,8.681768249,1.193370206,0.98453042,0.31066823,0.73976222,0.44027304,0.09939759,95.77991339,3.490607853,,3.196301683,3.515140093,6.990951538
Justin Steele,CHC,24,15,0,72,61,341,9.211143824,2.956011772,0.870967754,0.302801724,0.75227964,0.50158395,0.12043796,92.65571072,3.140762507,,3.521820463,3.563063292,6.981401194
Brady Singer,KCR,23,26,0,82,79,435.1,8.476263907,2.790964945,1.054364535,0.325119237,0.70086705,0.49460709,0.13178295,92.5948771,4.527565355,,3.957853263,3.883112119,6.911466632
Lance Lynn,- - -,30,24,0,78,78,445.1,9.599551008,2.46556889,1.576347323,0.284757119,0.71650399,0.38743039,0.15057915,93.2020665,4.264221606,,4.288196937,3.928569021,6.6656892
Mitch Keller,PIT,22,32,0,84,82,442.1,8.708364701,3.275810086,0.935945739,0.332807571,0.71476623,0.44700461,0.1097852,94.96989196,4.47626223,,3.898537102,4.089558626,6.570626356
Walker Buehler,LAD,22,7,0,45,45,272.2,8.911980773,2.277506197,0.891198077,0.264335664,0.79153605,0.45541838,0.10714286,95.43315948,2.838630913,,3.310336562,3.588066576,6.546344697
Tyler Mahle,- - -,20,16,0,61,61,326.1,10.03881533,3.088866256,1.241062335,0.287605295,0.74782609,0.39327146,0.12676056,93.79975588,3.943820309,,3.857532431,3.840270515,6.379030704
Emmanuel Clase,CLE,9,18,107,219,0,211,9.042654355,1.748815229,0.34123224,0.26048951,0.68690096,0.62129145,0.06557377,100.4184906,1.876777319,,2.25998269,2.712978785,6.37742424
Taijuan Walker,- - -,34,21,0,88,87,476,7.733193618,3.138655601,1.134453832,0.271975958,0.72360845,0.44484761,0.11857708,94.05722666,4.121848921,,4.254639605,4.361130106,6.362919316
Adam Wainwright,STL,32,30,0,84,84,492,6.750000314,2.61585378,1.042682975,0.299202128,0.72547684,0.43915003,0.11111111,88.10894273,4.243902636,,4.146454579,4.337150484,6.239301085
Tarik Skubal,DET,21,23,0,65,63,336.1,9.76709667,2.461843544,1.28444011,0.288505747,0.73097663,0.43612335,0.14243323,94.72806058,3.826561161,,3.763037727,3.563142565,6.115240723
Nestor Cortes,NYY,19,9,0,62,54,314.2,9.52436483,2.373940783,1.172669544,0.254108723,0.80116533,0.30193237,0.09785203,91.42644559,3.088983188,,3.594501262,4.040737159,6.084741294
Jon Gray,- - -,23,27,0,80,80,425.1,8.992946816,3.173981229,1.206112867,0.28975265,0.71936428,0.44435004,0.1393643,95.53077024,4.210815097,,4.148190751,3.985576153,6.061566114
Frankie Montas,- - -,18,21,0,59,59,331.1,9.479879421,2.716297828,1.032193175,0.296839729,0.7289357,0.44065934,0.11987382,96.40784997,3.667002068,,3.55238609,3.628622973,6.036592461
Miles Mikolas,STL,21,28,0,74,73,429.1,6.330745529,1.802795084,1.131987611,0.277227723,0.70882088,0.42783505,0.11111111,93.54870813,4.045807573,,4.12201029,4.287915363,5.920908738
Drew Rasmussen,- - -,19,10,1,71,46,266.2,8.268750197,2.261250054,0.675000016,0.265027322,0.75486381,0.47715054,0.08438819,96.48265295,2.801250067,,3.089784776,3.517330003,5.773334585
Luis Garcia,HOU,28,18,0,64,62,339.2,9.406280975,2.835132576,1.192345476,0.277588168,0.76035503,0.37117904,0.11597938,93.66185918,3.63002956,,3.771686362,3.896109343,5.733010713
José Quintana,- - -,9,15,0,72,53,294.1,8.16421329,3.241223254,0.672706713,0.314049587,0.71895425,0.44959444,0.07829181,91.25549303,3.699886922,,3.436238168,3.976350787,5.711658731
Alek Manoah,TOR,28,18,0,70,70,395.2,8.780118339,3.411963085,0.978096084,0.260326609,0.77512393,0.37860465,0.09662921,93.56178929,3.320977403,,4.063494024,4.445407838,5.693209976
Robbie Ray,- - -,25,20,0,65,65,385.2,10.80466739,2.777009546,1.516853954,0.277227723,0.84269663,0.38247423,0.15625,94.1924028,3.313742484,,3.943791128,3.503405476,5.632910639
Jameson Taillon,- - -,29,21,0,88,88,460,8.178261141,2.171739202,1.486956571,0.282859339,0.70167886,0.37262079,0.13013699,94.00196627,4.441304495,,4.333522837,4.255947801,5.422976732
Tyler Glasnow,TBR,14,8,0,35,35,204.1,12.28874407,2.686786339,1.057096264,0.275784753,0.76396807,0.4787234,0.14634146,96.90566205,3.083197438,,2.922702927,2.757558126,5.420042634
Devin Williams,MIL,22,9,53,182,0,171.1,14.02529287,4.412451689,0.577821055,0.255451713,0.81145585,0.48640483,0.10377358,94.51064286,1.996109098,,2.473106154,2.656220543,5.394789696
Steven Matz,- - -,23,17,0,69,56,303.2,8.7727776,2.519209784,1.0965972,0.319221968,0.73847862,0.44039735,0.125,,4.060373416,,3.774848922,3.829441546,5.358960643
Trevor Rogers,MIA,12,21,0,52,52,258,9.837209593,3.38372103,0.802325605,0.312590449,0.71022727,0.41820768,0.09126984,94.53069785,3.90697686,,3.40434626,3.835563725,5.279550195
Kyle Freeland,COL,22,33,0,83,83,451,6.585366188,2.65410213,1.356984548,0.316500711,0.72752711,0.41993127,0.12757974,90.355044,4.649667642,,4.699778342,4.650302601,5.23628819
Cristian Javier,HOU,24,14,2,94,62,396.1,10.49116959,3.633305485,1.317073238,0.248394004,0.78446502,0.26374745,0.10861423,93.43894186,3.610597326,,4.115133407,4.394529005,5.232331954
Jesús Luzardo,- - -,20,25,0,73,66,362,10.24309444,3.331491879,1.292817744,0.302931596,0.71499258,0.39667705,0.13756614,96.45143019,4.350828947,,3.996426725,3.851615998,5.194633365
Nick Pivetta,BOS,28,29,2,100,77,463.1,10.02302186,3.612949739,1.437410111,0.290186125,0.73535118,0.376,0.13857678,94.39949889,4.525899405,,4.329464007,4.121623712,5.076811392
Sean Manaea,- - -,25,25,1,97,68,442,9.529412094,2.70814489,1.364253441,0.303616484,0.6999179,0.4006436,0.14105263,93.57413478,4.479638164,,4.06210613,3.839264104,5.049607826
Edwin Díaz,NYM,8,7,64,124,0,124.2,14.94385194,2.95989338,0.433155129,0.31277533,0.77114428,0.39473684,0.06741573,98.96798035,2.382353208,,1.697536152,2.258555965,5.043056488
Germán Márquez,COL,23,26,0,67,67,381.2,8.088209823,3.065502265,1.296943266,0.291010195,0.68604651,0.49419124,0.16768293,95.35246124,4.692576544,,4.308019461,3.813543009,5.041893527
Josh Hader,- - -,6,10,99,169,0,158.1,14.89263233,4.149473892,0.738947406,0.278350515,0.80994898,0.3089701,0.09219858,96.32315397,2.501052757,,2.472638178,2.852312287,5.010559902
David Bednar,PIT,9,7,58,167,0,175.1,11.19011512,2.720532576,0.564638837,0.289473684,0.78465063,0.38117647,0.06179775,96.72721229,2.207224543,,2.506612347,3.358051322,4.967568636
Ryan Pressly,HOU,11,10,89,174,0,172.1,11.17601605,1.984526215,0.783365611,0.278325123,0.69863014,0.53588517,0.12295082,95.02869171,2.872340574,,2.51202283,2.548242309,4.912297845
Martín Pérez,- - -,28,20,0,100,74,442,7.106335179,3.074660779,1.038461588,0.306826707,0.74605452,0.47093451,0.11538462,93.06955538,3.889140456,,4.239065371,4.358518942,4.852083705
Triston McKenzie,CLE,16,21,0,58,56,321.1,9.550830197,2.968879768,1.316390086,0.235824742,0.74766355,0.31941032,0.11868687,92.49926265,3.753112159,,3.981890216,4.037312629,4.845373149
Joe Ryan,MIN,25,18,0,58,58,319.1,10.06158698,2.311064796,1.465553286,0.267834793,0.76236264,0.2952381,0.11872146,92.10926309,3.88935295,,3.986142127,4.038294876,4.800191164
Antonio Senzatela,COL,7,18,0,49,49,256.2,5.71558477,1.998701422,0.841558494,0.343057176,0.68760611,0.50578704,0.10666667,94.56327742,4.663636652,,3.903941838,4.143664875,4.75385192
A.J. Minter,ATL,11,15,15,201,0,182,11.27472693,2.571428949,0.642857237,0.297674419,0.6935123,0.38018433,0.0718232,96.27330407,3.115385072,,2.523466618,3.204080399,4.717698812
Dane Dunning,TEX,19,24,0,88,77,428,7.948598414,3.280373949,1.093457983,0.312703583,0.75064079,0.50866142,0.13756614,90.68396674,4.226635665,,4.27812571,4.131414896,4.634353402
Aaron Civale,- - -,24,14,0,62,62,339,8.044247969,2.230088546,1.247787639,0.271948608,0.73608618,0.42061856,0.12668464,91.506963,3.876106282,,4.075570312,4.074317968,4.607354105
Cal Quantrill,CLE,26,14,0,88,70,421,6.349168761,2.650831402,0.983372939,0.27852085,0.75113496,0.42153846,0.09684211,94.17244908,3.612826669,,4.233924944,4.630243515,4.558606125
Braxton Garrett,MIA,13,15,0,54,52,271.2,8.911657026,2.352147393,0.993865096,0.321899736,0.75766871,0.4775353,0.13452915,91.02045934,3.809816201,,3.694088846,3.581086364,4.481147885
Michael Wacha,- - -,25,11,0,73,67,367.1,8.085299819,2.52359358,1.34754997,0.280273438,0.7651715,0.38625812,0.13157895,93.18781632,3.944646276,,4.259017776,4.167403936,4.479438484
Raisel Iglesias,- - -,14,15,80,184,0,181.2,11.98899213,2.031192881,1.089908375,0.293269231,0.77117573,0.3926097,0.12571429,95.68126698,2.724770938,,2.828131759,2.822009508,4.455919087
Wade Miley,- - -,22,13,0,58,57,309.1,6.488146658,2.880387978,1.04741381,0.269892473,0.77706636,0.48253968,0.11960133,90.15565507,3.345905227,,4.303713358,4.429387098,4.311963199
Liam Hendriks,CHW,14,7,76,132,0,133.2,13.53366687,1.615960223,1.279301843,0.269090909,0.77087794,0.34602076,0.13669065,97.69874605,2.760598714,,2.5949253,2.449626211,4.290302284
Bailey Ober,MIN,12,12,0,54,54,276,8.902174159,1.826087007,1.434782648,0.28879892,0.7689365,0.32005141,0.11578947,91.84206305,3.750000104,,4.000600458,4.204380227,4.287713647
Alex Wood,SFG,23,21,0,78,64,356.1,8.81478086,2.702525937,1.01029007,0.305751766,0.68997669,0.48383937,0.12618297,90.55919647,4.47053356,,3.866809193,3.853963901,4.271926358
Michael King,NYY,12,13,7,102,12,202,10.51485288,2.985148909,0.712871381,0.295857988,0.76714801,0.44594595,0.09638554,95.45294976,2.896039987,,3.045940373,3.379839852,4.270210937
Reid Detmers,LAA,11,19,0,56,56,287.1,9.24013962,3.476798298,1.158932766,0.302204929,0.71469248,0.35740971,0.11111111,93.76653896,4.510441035,,4.196469504,4.363570962,4.187784731
Tanner Houck,BOS,11,18,9,68,35,222,9.324324645,3.121621729,0.770270297,0.299492386,0.69855733,0.50912106,0.11111111,94.76813487,4.013513651,,3.502887613,3.660198581,4.163723528
Craig Kimbrel,- - -,17,18,69,191,0,182.2,12.61313952,3.843065948,0.886861373,0.26873385,0.72805139,0.35162095,0.09836066,96.11810342,3.104014804,,3.138282479,3.483000019,4.161926061
Félix Bautista,BAL,12,6,48,121,0,126.2,14.06842261,3.481579332,0.781579034,0.248908297,0.84130019,0.39915966,0.10784314,99.40117095,1.847368625,,2.417618673,2.547271961,4.142019153
Rich Hill,- - -,22,29,0,88,84,426.1,8.106333314,3.166536451,1.245504337,0.300739523,0.70850982,0.3752988,0.11660079,88.46535235,4.538702246,,4.426578326,4.580559278,4.135979116
Jordan Romano,TOR,17,10,94,180,0,182,11.17582488,3.412088127,0.791208841,0.26128266,0.84075724,0.4212963,0.08839779,97.08964157,2.225274865,,3.088997693,3.567808887,4.000657558
Kenley Jansen,- - -,12,12,108,185,0,177.2,11.29643616,3.79924983,0.861163295,0.256790123,0.75757576,0.30508475,0.07981221,,2.9887432,,3.273169014,3.9767219,3.99967742
Anthony DeSclafani,SFG,17,17,0,55,54,286.1,7.79511107,2.074505365,1.19441218,0.291566265,0.70713809,0.43208431,0.125,93.97738425,3.991851233,,3.955320812,4.038721047,3.984571218
Cole Irvin,- - -,20,32,0,85,74,434.2,6.625766968,2.049846656,1.221625785,0.289985052,0.71134868,0.3813314,0.10786106,91.14122616,4.182515399,,4.29581027,4.575525869,3.973676577
Kyle Bradish,BAL,15,14,0,50,50,270.1,8.689273157,2.829839917,1.032059264,0.293715847,0.74025116,0.47105263,0.12757202,,3.895191415,,3.865207942,3.790684719,3.967810214
Lance McCullers Jr.,HOU,17,7,0,36,36,210,10.07142894,4.200000153,0.728571455,0.273603083,0.80592105,0.54971857,0.11409396,93.35163116,2.957142965,,3.514101999,3.66218883,3.954802334
Kyle Hendricks,CHC,24,20,0,70,70,392,6.497449106,2.066326571,1.354591863,0.288998358,0.71395985,0.42313788,0.12938596,87.45151554,4.454081719,,4.541244437,4.517607932,3.948258966
Adrian Houser,MIL,22,20,0,70,65,340.1,6.76983375,3.675808169,0.846229219,0.290416263,0.69602921,0.51333333,0.10921502,93.96135874,4.046033452,,4.226778222,4.407356547,3.945441581
Jeffrey Springs,TBR,16,6,2,79,28,196,10.60714394,2.25000023,1.102040929,0.269874477,0.82054309,0.40080972,0.12182741,92.1998093,2.525510462,,3.137589623,3.102761956,3.944309086
Giovanny Gallegos,STL,11,15,38,186,0,194.1,10.51286601,2.315609253,1.065180256,0.264957265,0.72599532,0.32091097,0.09704641,94.39045513,3.427101694,,3.244850869,3.705201213,3.902954876
Scott Barlow,- - -,14,12,53,196,0,209.1,10.23248563,3.439490968,0.730891831,0.292870906,0.76430401,0.43421053,0.08947368,94.27792969,2.96656096,,3.232923779,3.659476901,3.876681238
Garrett Whitlock,BOS,17,11,8,96,19,218.1,9.48091679,1.813740603,1.195419943,0.305317324,0.74977001,0.44680851,0.13302752,96.55249778,3.503817074,,3.497392199,3.38840449,3.695975643
Corey Kluber,- - -,18,19,1,62,56,299,7.916388036,2.257525105,1.354515063,0.311864407,0.70738636,0.36383442,0.11627907,89.68031774,4.695652219,,4.295422289,4.387754951,3.662192494
Zack Greinke,- - -,16,30,0,83,79,436.2,5.729771213,1.710687089,1.422137459,0.288808664,0.7213609,0.43213296,0.13967611,89.27173594,4.369465817,,4.591393484,4.386194082,3.656735188
Tony Gonsolin,LAD,28,7,0,59,57,289,8.283737325,3.394463791,1.183391046,0.22459893,0.78079179,0.3915276,0.11411411,93.12795285,3.363321921,,4.290241311,4.43317556,3.59763658
Clay Holmes,- - -,19,12,41,193,0,192.2,9.80969007,3.3166095,0.420415289,0.279022403,0.72595281,0.70020121,0.11538462,97.06159973,3.036332641,,2.960499646,3.023911024,3.595756829
Pete Fairbanks,TBR,5,10,37,117,0,110,13.00909204,3.272727556,0.490909133,0.3,0.73943662,0.46694215,0.075,98.52912303,2.618182045,,2.211016285,2.726779333,3.592722118
Collin McHugh,- - -,13,4,1,136,8,192,9.187501232,2.250000302,0.609375082,0.300578035,0.75786463,0.42638623,0.07103825,91.01732264,2.765625371,,2.937082801,3.604833342,3.553881902
Ryan Helsley,STL,18,9,31,134,0,144,11.50000259,3.812500858,0.687500155,0.243670886,0.78008915,0.38769231,0.08148148,99.06742376,2.625000591,,2.893284056,3.407006467,3.519253194
Johnny Cueto,- - -,16,21,0,57,54,318,6.650943616,2.179245355,1.216981172,0.300728408,0.73797678,0.39939024,0.11286089,91.80637161,4.018868057,,4.282989077,4.445359377,3.461436981
Kodai Senga,NYM,11,7,0,27,27,155.1,11.06652397,4.171673956,0.811158825,0.278688525,0.79008074,0.45333333,0.10606061,95.89768598,2.954935719,,3.459386229,3.698038532,3.449564934
Chris Martin,- - -,10,6,4,159,0,148.2,9.141256817,1.150224368,0.726457495,0.317961165,0.80428954,0.5,0.1025641,95.35325053,2.663677483,,2.660191692,2.891106709,3.43466112
Evan Phillips,- - -,10,8,26,129,0,133,10.08270792,2.165413782,0.609022626,0.229032258,0.78747628,0.45253165,0.08035714,96.11397099,1.894737059,,2.677241655,3.133472237,3.412045971
Hunter Greene,CIN,9,19,0,43,43,222.2,11.84281451,3.758982079,1.576347323,0.3,0.74879227,0.31768953,0.14716981,98.86883924,4.446107835,,4.276935299,3.855191337,3.385674119
Reynaldo López,- - -,13,15,6,144,10,184.2,9.503611221,2.777978665,0.925992888,0.260775862,0.71345708,0.38655462,0.0974359,97.21369404,3.216606875,,3.363751338,3.746721427,3.384324096
Brayan Bello,BOS,14,17,0,39,37,205.1,7.977272814,2.892857174,0.920454555,0.329526917,0.74268567,0.5585443,0.12138728,96.07652095,3.988636407,,3.84203925,3.874116581,3.367700338
Tanner Scott,- - -,17,13,29,197,0,188.1,12.13805515,5.113275199,0.621239043,0.31797235,0.72892041,0.49095023,0.11206897,96.81682119,3.727434257,,3.312465275,3.420627972,3.268209666
Dylan Floro,- - -,12,15,32,183,0,172,8.686047427,2.982558454,0.470930282,0.320486815,0.67630597,0.49298597,0.06293706,92.94723518,3.55813991,,2.976933803,3.656412971,3.257546633
Andrew Heaney,- - -,22,19,0,75,64,340.1,10.6836438,3.067580892,1.745347749,0.304195804,0.73482428,0.36363636,0.16624685,92.42624237,4.680705327,,4.583953821,4.007011544,3.249519441
Hyun Jin Ryu,TOR,19,13,0,46,46,240.2,7.254847722,1.944598358,1.30886428,0.288111888,0.71138211,0.4682861,0.14112903,89.58294038,4.188365695,,4.131758286,4.000031166,3.242524676
Chris Flexen,- - -,23,23,2,91,67,408.2,6.386623383,2.752854907,1.299347516,0.300157978,0.73870574,0.38871951,0.11346154,92.34311747,4.448613529,,4.61930822,4.819812311,3.218273371
Andrés Muñoz,SEA,5,12,17,112,0,110.1,13.13293181,3.099698191,0.570997035,0.316017316,0.75520833,0.56302521,0.10144928,99.79351974,2.61027216,,2.302354533,2.443988158,3.170208182
Austin Gomber,COL,23,25,0,83,67,379,7.005277327,2.802110931,1.567282385,0.297440424,0.68025653,0.42711864,0.15,91.18752938,5.224274617,,4.888499654,4.515221561,3.154856268
Camilo Doval,SFG,17,12,67,162,0,158.2,11.34453936,3.686975292,0.623949665,0.293333333,0.71193866,0.53385417,0.10576923,,2.83613484,,3.017816818,3.174649304,3.112155408
Erik Swanson,- - -,7,7,8,154,3,150.2,10.45354093,2.329646263,0.896017794,0.275,0.78358209,0.35040431,0.08379888,94.07201842,2.628318861,,2.973873559,3.618491743,3.086313568
Seth Lugo,- - -,14,12,4,132,24,243,9.25925955,2.518518598,1.222222261,0.299236641,0.77579519,0.45321637,0.14042553,93.99895822,3.70370382,,3.837017684,3.643651959,3.049134031
Tanner Bibee,CLE,10,4,0,25,25,142,8.936619718,2.852112676,0.823943662,0.286089239,0.79973992,0.36828645,0.0797546,94.99791476,2.978873239,,3.520378787,4.235301803,3.046497107
Hunter Brown,HOU,13,11,0,35,29,166.2,10.31400033,3.132000102,1.080000035,0.330969267,0.72222222,0.54195011,0.16260163,95.8981235,4.158000135,,3.697834524,3.35080769,3.034833293
José Urquidy,HOU,23,14,1,62,57,324,7.361111284,2.138888939,1.527777814,0.265021459,0.76038339,0.34591837,0.1241535,93.23336979,4.166666765,,4.541214303,4.524930084,3.00339698
Ross Stripling,- - -,15,16,1,76,54,317.1,7.629202055,1.786764794,1.559874026,0.27795874,0.74587459,0.41589267,0.14784946,91.91280535,4.197479198,,4.378839179,4.027320777,2.980510402
